"","Gene","statistic","pvalue","adj_p_value"
"26177","223855_s_at"," 1.741756e+00","1.028186e-01","1.000000e+00"
"26178","223856_at"," 1.682781e+00","1.183442e-01","1.000000e+00"
"26179","223857_x_at"," 5.507436e-01","5.921469e-01","1.000000e+00"
"26180","223858_at"," 1.829976e+00","8.877571e-02","1.000000e+00"
"26181","223860_at","-1.858762e-01","8.555332e-01","1.000000e+00"
"26182","223861_at","-5.104592e-01","6.164779e-01","1.000000e+00"
"26183","223862_at","-1.303541e-01","8.984046e-01","1.000000e+00"
"26184","223863_at"," 3.527103e-01","7.284265e-01","1.000000e+00"
"26185","223864_at"," 1.457578e-01","8.860628e-01","1.000000e+00"
"26186","223865_at"," 2.249369e+00","3.170069e-02","1.000000e+00"
"26187","223866_at"," 7.858146e-01","4.395877e-01","1.000000e+00"
"26188","223867_at","-5.981450e-01","5.595033e-01","1.000000e+00"
"26189","223868_s_at"," 1.869980e+00","7.732740e-02","1.000000e+00"
"26190","223869_at","-1.902201e+00","7.247041e-02","1.000000e+00"
"26191","223870_at"," 1.612521e+00","1.253293e-01","1.000000e+00"
"26192","223872_at","-2.038325e-01","8.411075e-01","1.000000e+00"
"26193","223873_s_at","-1.656827e+00","1.181759e-01","1.000000e+00"
"26194","223874_at"," 2.218241e+00","4.106291e-02","1.000000e+00"
"26195","223876_at"," 3.188668e+00","6.198065e-03","1.000000e+00"
"26196","223878_at","-1.114874e+00","2.888412e-01","1.000000e+00"
"26197","223879_s_at","-9.374507e-01","3.571061e-01","1.000000e+00"
"26198","223881_at"," 4.014912e-01","6.943347e-01","1.000000e+00"
"26199","223883_s_at","-8.349906e-01","4.191822e-01","1.000000e+00"
"26200","223884_at"," 2.475213e+00","2.298523e-02","1.000000e+00"
"26201","223885_at"," 1.074312e+00","2.998352e-01","1.000000e+00"
"26202","223886_s_at","-3.940681e+00","4.735362e-04","1.000000e+00"
"26203","223887_at","-3.468251e+00","3.872183e-03","1.000000e+00"
"26204","223889_at"," 6.999982e-01","4.941173e-01","1.000000e+00"
"26205","223890_at","-1.703297e+00","1.069239e-01","1.000000e+00"
"26206","223891_at","-3.357392e-01","7.392814e-01","1.000000e+00"
"26207","223893_at"," 7.369654e-01","4.701872e-01","1.000000e+00"
"26208","223895_s_at"," 3.616142e+00","1.854962e-03","1.000000e+00"
"26209","223896_at"," 9.249613e-01","3.634746e-01","1.000000e+00"
"26210","223897_at"," 9.076048e-01","3.787281e-01","1.000000e+00"
"26211","223899_at"," 2.446226e-01","8.104177e-01","1.000000e+00"
"26212","223900_s_at"," 3.443030e-01","7.347961e-01","1.000000e+00"
"26213","223901_at"," 2.447479e+00","2.011739e-02","1.000000e+00"
"26214","223902_at"," 1.717961e+00","1.035161e-01","1.000000e+00"
"26215","223903_at"," 5.443951e-01","5.950489e-01","1.000000e+00"
"26216","223904_at"," 1.690376e+00","1.093039e-01","1.000000e+00"
"26217","223905_at"," 6.644459e-01","5.182983e-01","1.000000e+00"
"26218","223909_s_at"," 8.647327e-01","4.032409e-01","1.000000e+00"
"26219","223910_at"," 4.480659e+00","1.142973e-04","1.000000e+00"
"26220","223911_at"," 1.125479e+00","2.781540e-01","1.000000e+00"
"26221","223915_at","-5.296191e-01","6.042039e-01","1.000000e+00"
"26222","223918_at","-9.096480e-01","3.808618e-01","1.000000e+00"
"26223","223919_at"," 7.989885e-01","4.373100e-01","1.000000e+00"
"26224","223920_s_at","-2.461193e-02","9.806769e-01","1.000000e+00"
"26225","223921_s_at"," 3.098721e+00","6.140525e-03","1.000000e+00"
"26226","223922_x_at","-3.813000e+00","2.286800e-03","1.000000e+00"
"26227","223923_at"," 1.685956e+00","1.081843e-01","1.000000e+00"
"26228","223924_at"," 1.308897e+00","2.087697e-01","1.000000e+00"
"26229","223926_at","-1.636739e-01","8.725278e-01","1.000000e+00"
"26230","223927_at"," 1.752338e-01","8.629499e-01","1.000000e+00"
"26231","223928_s_at"," 2.095544e+00","4.623570e-02","1.000000e+00"
"26232","223929_s_at"," 4.505306e-01","6.557812e-01","1.000000e+00"
"26233","223930_at","-8.096779e-02","9.366119e-01","1.000000e+00"
"26234","223931_s_at","-2.215159e+00","3.552760e-02","1.000000e+00"
"26235","223932_at"," 1.392463e+00","1.879017e-01","1.000000e+00"
"26236","223933_at"," 3.177552e-02","9.750602e-01","1.000000e+00"
"26237","223937_at","-6.892711e-02","9.461397e-01","1.000000e+00"
"26238","223938_at"," 9.581055e-01","3.565303e-01","1.000000e+00"
"26239","223939_at","-2.042750e+00","5.866777e-02","1.000000e+00"
"26240","223940_x_at","-9.051605e-01","3.828088e-01","1.000000e+00"
"26241","223941_at"," 2.802837e+00","1.394714e-02","1.000000e+00"
"26242","223942_x_at"," 4.963644e+00","3.007200e-05","1.000000e+00"
"26243","223943_s_at","-6.542522e-01","5.244953e-01","1.000000e+00"
"26244","223944_at","-4.843426e-01","6.336660e-01","1.000000e+00"
"26245","223945_x_at"," 1.318491e+00","2.013088e-01","1.000000e+00"
"26246","223946_at"," 3.495839e+00","1.656647e-03","1.000000e+00"
"26247","223948_s_at"," 1.408368e+00","1.801866e-01","1.000000e+00"
"26248","223949_at"," 1.440701e-01","8.878786e-01","1.000000e+00"
"26249","223951_at"," 1.625281e+00","1.258682e-01","1.000000e+00"
"26250","223952_x_at"," 1.552516e+00","1.367743e-01","1.000000e+00"
"26251","223953_s_at"," 8.010126e-01","4.350311e-01","1.000000e+00"
"26252","223954_x_at"," 2.337334e-01","8.184748e-01","1.000000e+00"
"26253","223955_at","-2.568514e-02","9.797821e-01","1.000000e+00"
"26254","223956_at"," 3.163060e+00","3.675095e-03","1.000000e+00"
"26255","223957_at"," 1.689393e+00","1.102313e-01","1.000000e+00"
"26256","223960_s_at","-3.928194e+00","1.357450e-03","1.000000e+00"
"26257","223961_s_at"," 7.586931e-01","4.569087e-01","1.000000e+00"
"26258","223962_at"," 8.728820e-02","9.314253e-01","1.000000e+00"
"26259","223965_at"," 1.143198e+00","2.707740e-01","1.000000e+00"
"26260","223966_at","-7.524925e-02","9.410279e-01","1.000000e+00"
"26261","223967_at","-1.685972e+00","1.177054e-01","1.000000e+00"
"26262","223968_at"," 2.532501e-01","8.031682e-01","1.000000e+00"
"26263","223969_s_at"," 5.086117e+00","1.549439e-05","6.572566e-01"
"26264","223970_at"," 5.775135e+00","2.296084e-06","9.821039e-02"
"26265","223971_at","-4.687910e-01","6.443537e-01","1.000000e+00"
"26266","223973_at"," 1.848758e+00","8.288396e-02","1.000000e+00"
"26267","223974_at"," 2.364890e+00","2.873517e-02","1.000000e+00"
"26268","223975_at"," 1.124337e+00","2.799560e-01","1.000000e+00"
"26269","223976_at"," 7.364603e-01","4.691191e-01","1.000000e+00"
"26270","223977_s_at","-1.104653e-01","9.129395e-01","1.000000e+00"
"26271","223978_s_at"," 3.039867e+00","9.544374e-03","1.000000e+00"
"26272","223979_x_at"," 2.873132e-01","7.791432e-01","1.000000e+00"
"26273","223980_s_at","-5.698854e+00","1.834963e-05","7.776021e-01"
"26274","223981_at","-2.733579e+00","1.767437e-02","1.000000e+00"
"26275","223982_s_at","-1.483760e+00","1.506034e-01","1.000000e+00"
"26276","223984_s_at"," 4.310370e-01","6.714634e-01","1.000000e+00"
"26277","223987_at","-1.197405e+00","2.595231e-01","1.000000e+00"
"26278","223990_at","-1.535778e-01","8.804938e-01","1.000000e+00"
"26279","223991_s_at","-4.881232e-01","6.296074e-01","1.000000e+00"
"26280","223997_at"," 3.626501e-01","7.204631e-01","1.000000e+00"
"26281","223998_at"," 1.905517e+00","7.034555e-02","1.000000e+00"
"26282","223999_at"," 5.133905e-01","6.137642e-01","1.000000e+00"
"26283","224001_at"," 5.659227e-01","5.805696e-01","1.000000e+00"
"26284","224002_s_at","-5.882650e+00","8.409746e-06","3.578347e-01"
"26285","224004_at"," 1.083391e+00","2.901127e-01","1.000000e+00"
"26286","224006_at"," 2.161849e+00","4.171051e-02","1.000000e+00"
"26287","224007_at"," 3.421849e-01","7.367795e-01","1.000000e+00"
"26288","224009_x_at"," 1.498453e+00","1.478398e-01","1.000000e+00"
"26289","224010_at","-6.646126e-01","5.171423e-01","1.000000e+00"
"26290","224011_at"," 4.807734e-01","6.378989e-01","1.000000e+00"
"26291","224013_s_at","-2.467605e+00","3.395062e-02","1.000000e+00"
"26292","224014_at"," 7.278528e-01","4.763013e-01","1.000000e+00"
"26293","224015_s_at"," 2.487458e+00","2.441181e-02","1.000000e+00"
"26294","224017_at"," 1.052376e+00","3.109475e-01","1.000000e+00"
"26295","224018_s_at"," 1.210024e+00","2.374388e-01","1.000000e+00"
"26296","224019_at","-2.557065e-01","8.021527e-01","1.000000e+00"
"26297","224020_at","-1.652998e+00","1.272586e-01","1.000000e+00"
"26298","224021_at"," 1.815228e+00","8.854934e-02","1.000000e+00"
"26299","224022_x_at","-8.245174e-01","4.273386e-01","1.000000e+00"
"26300","224024_at","-7.503943e-01","4.621790e-01","1.000000e+00"
"26301","224026_at","-4.345530e-01","6.685825e-01","1.000000e+00"
"26302","224027_at"," 2.432677e+00","2.820953e-02","1.000000e+00"
"26303","224028_at"," 7.286345e-01","4.736920e-01","1.000000e+00"
"26304","224029_x_at","-6.691366e-01","5.172491e-01","1.000000e+00"
"26305","224030_s_at"," 1.335691e+00","1.995460e-01","1.000000e+00"
"26306","224031_at"," 1.569934e+00","1.374397e-01","1.000000e+00"
"26307","224032_x_at"," 3.189893e-01","7.553254e-01","1.000000e+00"
"26308","224033_at"," 2.164379e+00","4.240739e-02","1.000000e+00"
"26309","224034_at"," 1.371441e+00","1.940234e-01","1.000000e+00"
"26310","224036_s_at"," 7.123647e-01","4.875720e-01","1.000000e+00"
"26311","224038_at","-1.148714e+00","2.732451e-01","1.000000e+00"
"26312","224039_at"," 1.030131e+00","3.177963e-01","1.000000e+00"
"26313","224040_at"," 6.503517e-01","5.276439e-01","1.000000e+00"
"26314","224041_at"," 1.771682e+00","9.979092e-02","1.000000e+00"
"26315","224042_at"," 6.947856e-02","9.456857e-01","1.000000e+00"
"26316","224043_s_at","-3.668411e-02","9.711319e-01","1.000000e+00"
"26317","224045_x_at"," 7.236806e-01","4.774455e-01","1.000000e+00"
"26318","224046_s_at","-8.385375e-01","4.150686e-01","1.000000e+00"
"26319","224047_at"," 1.112352e+00","2.859421e-01","1.000000e+00"
"26320","224048_at","-1.867701e-01","8.547731e-01","1.000000e+00"
"26321","224049_at"," 9.527195e-01","3.523082e-01","1.000000e+00"
"26322","224050_s_at"," 2.690871e+00","1.135202e-02","1.000000e+00"
"26323","224051_at"," 1.053418e+00","3.060407e-01","1.000000e+00"
"26324","224052_at"," 1.239523e+00","2.366736e-01","1.000000e+00"
"26325","224054_at"," 3.646761e-01","7.207942e-01","1.000000e+00"
"26326","224056_at","-1.127264e+00","2.709678e-01","1.000000e+00"
"26327","224057_s_at"," 3.988028e+00","7.795951e-04","1.000000e+00"
"26328","224058_s_at"," 1.944258e+00","6.837269e-02","1.000000e+00"
"26329","224060_s_at"," 2.640369e+00","1.681476e-02","1.000000e+00"
"26330","224061_at","-3.318581e+00","7.541965e-03","1.000000e+00"
"26331","224063_at"," 1.462973e-01","8.857510e-01","1.000000e+00"
"26332","224065_at","-1.220751e+00","2.421174e-01","1.000000e+00"
"26333","224066_s_at"," 5.599932e-01","5.831712e-01","1.000000e+00"
"26334","224067_at"," 8.473906e-02","9.337621e-01","1.000000e+00"
"26335","224069_x_at"," 7.944629e-01","4.420894e-01","1.000000e+00"
"26336","224070_at"," 3.479451e+00","3.531994e-03","1.000000e+00"
"26337","224071_at","-7.677104e-01","4.580645e-01","1.000000e+00"
"26338","224072_s_at","-5.326812e-01","5.990853e-01","1.000000e+00"
"26339","224074_at"," 3.198111e-01","7.546879e-01","1.000000e+00"
"26340","224075_s_at"," 1.546457e+00","1.377460e-01","1.000000e+00"
"26341","224077_at"," 1.500162e+00","1.522530e-01","1.000000e+00"
"26342","224078_at","-6.704950e-01","5.138792e-01","1.000000e+00"
"26343","224080_at"," 5.350401e-01","6.015058e-01","1.000000e+00"
"26344","224081_at"," 9.432086e-01","3.616481e-01","1.000000e+00"
"26345","224083_s_at"," 3.515647e-02","9.725650e-01","1.000000e+00"
"26346","224084_at"," 8.235142e-01","4.256882e-01","1.000000e+00"
"26347","224085_at"," 3.450024e+00","3.867351e-03","1.000000e+00"
"26348","224086_at"," 1.102997e+00","2.827198e-01","1.000000e+00"
"26349","224087_at"," 1.573642e+00","1.383032e-01","1.000000e+00"
"26350","224088_at","-7.314108e-01","4.719304e-01","1.000000e+00"
"26351","224089_at"," 1.340777e+00","1.946008e-01","1.000000e+00"
"26352","224092_at"," 2.963332e+00","8.844017e-03","1.000000e+00"
"26353","224093_at"," 1.613167e+00","1.215517e-01","1.000000e+00"
"26354","224094_at"," 8.954777e-01","3.789462e-01","1.000000e+00"
"26355","224095_at"," 1.411637e-01","8.893540e-01","1.000000e+00"
"26356","224096_at"," 7.709342e-01","4.487463e-01","1.000000e+00"
"26357","224097_s_at"," 1.467039e+00","1.683851e-01","1.000000e+00"
"26358","224098_at"," 2.616025e-01","7.980651e-01","1.000000e+00"
"26359","224099_at"," 1.380834e+00","1.831599e-01","1.000000e+00"
"26360","224100_s_at"," 2.781330e+00","1.111503e-02","1.000000e+00"
"26361","224101_x_at"," 1.379289e+00","1.897521e-01","1.000000e+00"
"26362","224102_at","-6.840097e-01","5.083227e-01","1.000000e+00"
"26363","224103_at"," 5.710071e-01","5.752880e-01","1.000000e+00"
"26364","224104_at"," 2.322003e+00","2.831955e-02","1.000000e+00"
"26365","224106_at"," 1.065279e+00","3.000922e-01","1.000000e+00"
"26366","224107_at","-2.936858e-01","7.722360e-01","1.000000e+00"
"26367","224108_at"," 5.316726e-01","6.035677e-01","1.000000e+00"
"26368","224109_at"," 2.341869e-01","8.166595e-01","1.000000e+00"
"26369","224110_at"," 2.515710e+00","2.089770e-02","1.000000e+00"
"26370","224112_at"," 1.275444e+00","2.210319e-01","1.000000e+00"
"26371","224113_at"," 1.863465e+00","7.621594e-02","1.000000e+00"
"26372","224114_at"," 7.340393e-02","9.423269e-01","1.000000e+00"
"26373","224115_at","-1.166000e-01","9.091170e-01","1.000000e+00"
"26374","224116_at"," 4.989233e-01","6.232638e-01","1.000000e+00"
"26375","224117_at","-1.555325e-01","8.784258e-01","1.000000e+00"
"26376","224118_at"," 6.535685e-01","5.219378e-01","1.000000e+00"
"26377","224120_at"," 1.569404e+00","1.332599e-01","1.000000e+00"
"26378","224121_x_at"," 1.932259e+00","6.325710e-02","1.000000e+00"
"26379","224122_at"," 7.141063e-02","9.441822e-01","1.000000e+00"
"26380","224123_at"," 1.643549e+00","1.242216e-01","1.000000e+00"
"26381","224124_at"," 1.417506e+00","1.730092e-01","1.000000e+00"
"26382","224126_at","-6.655764e-01","5.129640e-01","1.000000e+00"
"26383","224127_at"," 2.110285e+00","5.269786e-02","1.000000e+00"
"26384","224128_at"," 1.213075e+00","2.435895e-01","1.000000e+00"
"26385","224130_s_at"," 1.717742e-01","8.656817e-01","1.000000e+00"
"26386","224131_at"," 6.580081e-01","5.158832e-01","1.000000e+00"
"26387","224132_at"," 1.227358e+00","2.339102e-01","1.000000e+00"
"26388","224133_at"," 1.136172e+00","2.765623e-01","1.000000e+00"
"26389","224136_at"," 3.249434e+00","2.762107e-03","1.000000e+00"
"26390","224137_at"," 2.809694e+00","1.272398e-02","1.000000e+00"
"26391","224138_at"," 1.837855e+00","8.612817e-02","1.000000e+00"
"26392","224139_at"," 7.169760e-01","4.825526e-01","1.000000e+00"
"26393","224140_at"," 1.371629e+00","1.886788e-01","1.000000e+00"
"26394","224141_at"," 4.284104e-01","6.758154e-01","1.000000e+00"
"26395","224142_s_at"," 1.747351e+00","1.042811e-01","1.000000e+00"
"26396","224144_at"," 1.039737e+00","3.138417e-01","1.000000e+00"
"26397","224146_s_at"," 2.735302e+00","1.614302e-02","1.000000e+00"
"26398","224147_at","-3.287919e-01","7.484760e-01","1.000000e+00"
"26399","224149_x_at","-3.708359e+00","3.853603e-03","1.000000e+00"
"26400","224150_s_at"," 3.472989e+00","3.160789e-03","1.000000e+00"
"26401","224151_s_at"," 2.920533e+00","1.062183e-02","1.000000e+00"
"26402","224153_s_at"," 3.724059e+00","9.386252e-04","1.000000e+00"
"26403","224154_at","-1.080183e-01","9.154773e-01","1.000000e+00"
"26404","224156_x_at"," 2.229614e+00","3.636437e-02","1.000000e+00"
"26405","224157_at"," 4.355594e+00","2.548603e-04","1.000000e+00"
"26406","224159_x_at","-1.878612e+00","7.832740e-02","1.000000e+00"
"26407","224162_s_at"," 4.835426e-01","6.359241e-01","1.000000e+00"
"26408","224163_s_at"," 1.767067e+00","9.091486e-02","1.000000e+00"
"26409","224166_at"," 9.626068e-01","3.466989e-01","1.000000e+00"
"26410","224167_at"," 1.645010e+00","1.203382e-01","1.000000e+00"
"26411","224168_at"," 2.615012e+00","1.773790e-02","1.000000e+00"
"26412","224169_at"," 1.169547e+00","2.651372e-01","1.000000e+00"
"26413","224170_s_at"," 1.952328e+00","6.605506e-02","1.000000e+00"
"26414","224171_at"," 2.120675e+00","4.341961e-02","1.000000e+00"
"26415","224172_at","-6.440316e-04","9.994971e-01","1.000000e+00"
"26416","224173_s_at"," 1.302259e+00","2.147342e-01","1.000000e+00"
"26417","224174_at","-2.696251e-01","7.909517e-01","1.000000e+00"
"26418","224175_s_at"," 9.315348e-01","3.670886e-01","1.000000e+00"
"26419","224176_s_at"," 2.526117e+00","2.355994e-02","1.000000e+00"
"26420","224177_s_at"," 2.482440e-01","8.063594e-01","1.000000e+00"
"26421","224178_s_at"," 1.922796e+00","7.250631e-02","1.000000e+00"
"26422","224179_s_at","-8.429090e-04","9.993415e-01","1.000000e+00"
"26423","224181_at"," 1.339422e+00","2.044481e-01","1.000000e+00"
"26424","224182_x_at","-2.656468e-01","7.937705e-01","1.000000e+00"
"26425","224183_at"," 1.804278e+00","8.626771e-02","1.000000e+00"
"26426","224184_s_at","-4.330785e+00","1.412383e-03","1.000000e+00"
"26427","224185_at"," 2.229196e-01","8.271959e-01","1.000000e+00"
"26428","224186_s_at"," 1.547191e-01","8.790682e-01","1.000000e+00"
"26429","224187_x_at","-1.194151e+00","2.479908e-01","1.000000e+00"
"26430","224189_x_at"," 2.914158e+00","1.125290e-02","1.000000e+00"
"26431","224191_x_at"," 3.280631e+00","3.989060e-03","1.000000e+00"
"26432","224192_at"," 6.818960e-01","5.079149e-01","1.000000e+00"
"26433","224193_s_at"," 1.035176e+00","3.162136e-01","1.000000e+00"
"26434","224194_at"," 3.936982e-01","7.006451e-01","1.000000e+00"
"26435","224195_at","-4.127816e-01","6.849475e-01","1.000000e+00"
"26436","224196_x_at"," 2.086447e+00","4.970553e-02","1.000000e+00"
"26437","224197_s_at","-6.459121e-01","5.268810e-01","1.000000e+00"
"26438","224198_at"," 1.736661e+00","9.596154e-02","1.000000e+00"
"26439","224199_at"," 1.540550e+00","1.378045e-01","1.000000e+00"
"26440","224200_s_at"," 2.969566e+00","7.150242e-03","1.000000e+00"
"26441","224201_s_at","-1.052097e+00","3.109470e-01","1.000000e+00"
"26442","224202_at"," 2.199022e+00","3.962225e-02","1.000000e+00"
"26443","224203_at"," 4.154778e-01","6.850040e-01","1.000000e+00"
"26444","224204_x_at","-1.767207e+00","9.250969e-02","1.000000e+00"
"26445","224208_at"," 3.048865e-01","7.660801e-01","1.000000e+00"
"26446","224209_s_at"," 2.370930e+00","3.663114e-02","1.000000e+00"
"26447","224211_at"," 2.777239e-01","7.845770e-01","1.000000e+00"
"26448","224212_s_at","-2.114053e+00","5.038988e-02","1.000000e+00"
"26449","224213_at","-3.648423e-01","7.215810e-01","1.000000e+00"
"26450","224214_at"," 9.793899e-01","3.377300e-01","1.000000e+00"
"26451","224215_s_at"," 1.764405e+00","9.200905e-02","1.000000e+00"
"26452","224216_at"," 4.902971e-01","6.272995e-01","1.000000e+00"
"26453","224218_s_at","-5.084852e+00","1.126698e-04","1.000000e+00"
"26454","224219_s_at","-9.527117e-01","3.639187e-01","1.000000e+00"
"26455","224220_x_at"," 4.344029e-01","6.725595e-01","1.000000e+00"
"26456","224221_s_at"," 2.545813e+00","2.316883e-02","1.000000e+00"
"26457","224223_s_at"," 2.242229e+00","4.249827e-02","1.000000e+00"
